"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000097589",11328.9933015786,3.37555678015336,0.149259055189968,22.6154237400012,3.05582869639516e-113,1.757992783797e-110
"ENSMUSG00000056071",26274.5015789807,-3.22166638014861,0.143005692571683,-22.5282387170268,2.19512478302706e-112,1.21232351517018e-109
"ENSMUSG00000020034",6444.54128678431,-5.32896125399152,0.239627363866188,-22.238533897019,1.45637487320837e-109,7.73391072091845e-107
"ENSMUSG00000037544",4544.57447263439,3.97206481539915,0.182613203881131,21.7512465198557,6.72281638396946e-105,3.43784910420246e-102
"ENSMUSG00000066306",5726.76552987211,4.12547284699034,0.191699260244438,21.520546515046,9.99771205594133e-103,4.92994322701364e-100
"ENSMUSG00000012443",11490.4278151366,3.06504431828742,0.143496649997372,21.3596924969576,3.16890365029517e-101,1.5087259551595e-98
"ENSMUSG00000036777",7828.94856133065,3.76989106063201,0.17783036652437,21.1993661955107,9.6791127238645e-100,4.45465031261324e-97
"ENSMUSG00000063021",4169.43482588562,6.0701443621201,0.289482921019202,20.9689205178272,1.26092546573236e-97,5.61599932431185e-95
"ENSMUSG00000002055",4452.79016355983,4.16463148486445,0.199307444589075,20.8955139305054,5.88201638858931e-97,2.53790625866415e-94
"ENSMUSG00000029512",4547.81952044318,-4.00321434475141,0.192763671240293,-20.7674730357315,8.52255446602146e-96,3.56578513673813e-93
"ENSMUSG00000027187",5899.5819244986,-3.63407412576717,0.176014356238804,-20.6464643192895,1.05031126782778e-94,4.26519049261712e-92
"ENSMUSG00000082101",10831.9125793395,-2.83565963344579,0.139409682598468,-20.3404783698788,5.63778672543991e-92,2.22402632337568e-89
"ENSMUSG00000021792",8056.55518376514,-3.11876963497272,0.153446690311794,-20.3247761723344,7.76422828878502e-92,2.97779722175708e-89
"ENSMUSG00000024937",9254.42011270221,3.62809958996768,0.179248960248712,20.2405614232495,4.30240407966742e-91,1.605494408864e-88
"ENSMUSG00000039298",3410.34527064721,4.20292476949593,0.208682540659484,20.1402798538572,3.27480608081955e-90,1.18987493573357e-87
"ENSMUSG00000060981",3249.14474888028,6.29592585568046,0.313573297388879,20.0780037972192,1.14920843951838e-89,4.06849254472571e-87
"ENSMUSG00000038252",6717.56869231415,3.26816043095746,0.164231419128561,19.8997271551258,4.09149682498511e-88,1.41228241656424e-85
"ENSMUSG00000026605",24370.4497908032,3.30651434983781,0.166170709188448,19.8982983582745,4.20979505498056e-88,1.41767415424675e-85
"ENSMUSG00000069306",4487.00346960944,5.71601933801583,0.28746868928814,19.8839718933232,5.60186884486677e-88,1.84154769383513e-85
"ENSMUSG00000007659",5798.83350737293,-3.07891145868224,0.156836445960959,-19.6313518826401,8.34641618232066e-86,2.67997600533259e-83
"ENSMUSG00000064337",25337990.0641059,-8.87837541305371,0.455220929394607,-19.5034429213546,1.02635192344479e-84,3.22064568340958e-82
"ENSMUSG00000061482",8817.03604469121,2.86094536691617,0.147488655614455,19.3977316763594,8.0652362800792e-84,2.47459371820119e-81
"ENSMUSG00000015880",4732.33617180024,3.43383797513434,0.177839617196365,19.308622169057,4.54537442161643e-83,1.36430401389691e-80
"ENSMUSG00000026790",3398.72351416349,3.75026314906455,0.195672117628889,19.1660579673251,7.10964534904787e-82,2.0885717730703e-79
"ENSMUSG00000022283",47379.4960961918,-2.53654322187022,0.13237975334771,-19.1611115576543,7.8185571597636e-82,2.2489753896845e-79
"ENSMUSG00000021061",56810.274683719,2.34360824754569,0.122941415331554,19.0628051680172,5.14414152603338e-81,1.44949310306006e-78
"ENSMUSG00000058385",4667.72393177522,3.54299621461027,0.187208863501509,18.9253657564226,7.04984551703022e-80,1.94674434107272e-77
"ENSMUSG00000021377",12654.4719127442,2.64355094835977,0.140179051705212,18.8583880130606,2.50748841723714e-79,6.78841030917513e-77
"ENSMUSG00000017716",4749.10115820697,3.36201385781381,0.178324131075721,18.8533870179702,2.75617423958624e-79,7.31817263960909e-77
"ENSMUSG00000027346",21550.7119185272,-2.48902896134495,0.132052359447117,-18.8488033971231,3.00564337102283e-79,7.82998453277589e-77
"ENSMUSG00000021282",15786.9350054459,-2.77308699880901,0.14776620645075,-18.7667198435745,1.41347961636938e-78,3.61405797466889e-76
"ENSMUSG00000026532",50414.0915857872,2.2295833953664,0.119017244734197,18.7332802094836,2.65069285507831e-78,6.65420295455751e-76
"ENSMUSG00000069300",1691.53777751029,5.79883711478744,0.310368444543722,18.6837200003126,6.71707229714909e-78,1.65611816440603e-75
"ENSMUSG00000030220",5818.28765507843,-3.04405886003932,0.163833881035101,-18.5801547323849,4.65162120328047e-77,1.12675322725778e-74
"ENSMUSG00000001151",3347.52105178962,3.79874690559922,0.205263215852048,18.5067104684618,1.8229889382514e-76,4.33965659835121e-74
"ENSMUSG00000027397",4614.0049819238,3.26505278601564,0.177519542037612,18.3926386274918,1.50475147812618e-75,3.52137350143867e-73
"ENSMUSG00000033767",8320.77199382714,-2.71091678487479,0.14899668448935,-18.1944772406567,5.70811066344852e-74,1.31353139883723e-71
"ENSMUSG00000024052",9171.97075923569,-2.81073192980124,0.155498355893082,-18.0756376082449,4.95789050946651e-73,1.12219006990498e-70
"ENSMUSG00000042675",2705.70728160679,-3.98019608830069,0.22133098302726,-17.9830046108387,2.64749019388795e-72,5.89578985596951e-70
"ENSMUSG00000095217",4973.34942877302,3.74105031608498,0.209538060302398,17.8537985446941,2.70029163645134e-71,5.91792486102916e-69
"ENSMUSG00000075031",4803.80337991083,4.95184931109506,0.277528371684006,17.8426777811864,3.29519398248281e-71,7.1088661431469e-69
"ENSMUSG00000042489",3558.62756143704,3.28665414378598,0.186267028996319,17.6448519176785,1.11466050395267e-69,2.36771039662686e-67
"ENSMUSG00000028649",8857.37870595473,2.56643507614003,0.145489025149595,17.6400596093153,1.21332907464592e-69,2.53824765661154e-67
"ENSMUSG00000022678",2495.91838504228,3.79200616369833,0.216319581334068,17.5296482191422,8.50942931026359e-69,1.75357746995238e-66
"ENSMUSG00000045730",4084.13431270758,-3.07208093431436,0.17657663768711,-17.398003351712,8.5429156059482e-68,1.73458876134304e-65
"ENSMUSG00000040084",3090.60257398149,3.94148788797068,0.227001344251261,17.363279944316,1.56520557234533e-67,3.13199903440174e-65
"ENSMUSG00000024795",2890.53732880725,3.52843572777815,0.203422523236771,17.3453542490536,2.13855752372014e-67,4.21815196142913e-65
"ENSMUSG00000034160",12738.8407192049,-2.45889177977708,0.143544261131362,-17.1298508236903,8.88823215281829e-66,1.72844818780228e-63
"ENSMUSG00000069267",3016.10331224834,3.37058712913266,0.197009693467166,17.1087374931346,1.27738296345592e-65,2.44955924672721e-63
"ENSMUSG00000032254",4019.42682767488,3.26014946301068,0.190775782695202,17.088906238269,1.79509244242428e-65,3.39518374692494e-63
"ENSMUSG00000041498",5200.60169791663,4.49828303822773,0.263940566004041,17.0427877242593,3.95425480445486e-65,7.37789136285247e-63
"ENSMUSG00000024410",4295.11930723316,-3.00198653098698,0.176531107422276,-17.0054251334073,7.48601554362838e-65,1.37812555481169e-62
"ENSMUSG00000046295",1807.20387741011,4.72865523067218,0.279214291851078,16.9355773278048,2.45933652226283e-64,4.46790254774775e-62
"ENSMUSG00000089875",1135.13074681107,-4.98904052201602,0.295325076113671,-16.8933860533257,5.03298071296645e-64,9.02472268882179e-62
"ENSMUSG00000040549",6069.41847430627,3.02338828702497,0.179331659890958,16.8591998137046,8.97965178669919e-64,1.58951348998661e-61
"ENSMUSG00000047534",3890.49670405107,3.05732136029852,0.182425983656975,16.7592428392622,4.84758249089936e-63,8.47222423441106e-61
"ENSMUSG00000058773",13753.0800409822,3.23644524606312,0.193615425982428,16.7158439449802,1.00487245966213e-62,1.73428425631937e-60
"ENSMUSG00000027469",5828.71513642584,2.99668050031978,0.179595531128117,16.6857186339567,1.66490485328316e-62,2.83794337151613e-60
"ENSMUSG00000039159",5387.77047659464,-2.74573947265229,0.164868397384526,-16.654128481933,2.82428443602018e-62,4.75547502538179e-60
"ENSMUSG00000020330",5862.40301332537,3.36059254397674,0.202802769432333,16.5707428620596,1.13415959761883e-61,1.88666765835218e-59
"ENSMUSG00000053641",33726.1641576502,-2.07347393583473,0.12563590504042,-16.5038325243699,3.44327967019e-61,5.65968600075158e-59
"ENSMUSG00000034059",9541.00442720709,-2.3249822938381,0.141122484468933,-16.4749246201793,5.55577676112445e-61,9.02454232245238e-59
"ENSMUSG00000022021",6644.11800141458,2.67891737839297,0.16396405637721,16.3384429342852,5.25785438970177e-60,8.44130180914097e-58
"ENSMUSG00000069270",2213.69139714577,8.22487963638749,0.506390644728045,16.2421634799447,2.53812587719774e-59,4.02803494097347e-57
"ENSMUSG00000072082",2510.26432852325,3.45326841064898,0.213123240227021,16.2031527250173,4.79067287635246e-59,7.516456864068e-57
"ENSMUSG00000029780",10892.0009496549,-2.56878697991911,0.159641287332793,-16.0909938953583,2.95062332590457e-58,4.5774445236814e-56
"ENSMUSG00000077611",1358.23017774769,6.93935765137956,0.432056339015279,16.0612332808156,4.76972494918236e-58,7.31728804148454e-56
"ENSMUSG00000020390",3156.40177310949,-3.3605139033334,0.209639169516127,-16.0299905360715,7.88947726003852e-58,1.19703310471815e-55
"ENSMUSG00000076613",1329.07372419439,-4.31033626526808,0.271603889944633,-15.8699356851876,1.02345705717059e-56,1.53596430308199e-54
"ENSMUSG00000098178",5967458.77786718,-8.51339533325194,0.538980252956427,-15.7953752230329,3.34795168975294e-56,4.97044827746439e-54
"ENSMUSG00000056054",17195.588881615,-2.44034882138456,0.154739957951864,-15.7706442064802,4.95418761420094e-56,7.27685833928429e-54
"ENSMUSG00000047446",6775.96972271531,-2.5417984159878,0.161683555692432,-15.7208221027933,1.08901411082681e-55,1.58273871875639e-53
"ENSMUSG00000033952",10183.6688857907,3.8427885884414,0.244661964422522,15.7065222520859,1.36462377464623e-55,1.96264171422297e-53
"ENSMUSG00000041570",4318.38871661304,2.87144538370514,0.183231629348374,15.6711229055641,2.38331221026659e-55,3.39241151413925e-53
"ENSMUSG00000026193",2668.77601130215,-3.10464813910439,0.199302096494022,-15.5775990003071,1.03364882738774e-54,1.45628462854516e-52
"ENSMUSG00000065037",191088.928089568,2.49415101902282,0.160786454230347,15.512196167033,2.86895734975692e-54,4.00118122505997e-52
"ENSMUSG00000020125",4138.56283933268,-2.98563421035375,0.192483519775643,-15.511116036499,2.91763206523212e-54,4.02837459246599e-52
"ENSMUSG00000037266",13294.3387339031,-2.47221287170037,0.159681805381119,-15.48211999357,4.58123588114054e-54,6.26268552583242e-52
"ENSMUSG00000069516",16949.762237247,-2.11215049788791,0.136731747124429,-15.4474037106086,7.85440346588482e-54,1.06319361424972e-51
"ENSMUSG00000069919",148566.454763323,-2.85120412794683,0.184847857222489,-15.4245992936506,1.11847198161118e-53,1.49929540292287e-51
"ENSMUSG00000029922",13849.4419593848,-2.24127928762593,0.145437921452786,-15.4105563751028,1.39009845046903e-53,1.84548935631018e-51
"ENSMUSG00000027699",3212.25030049012,2.96577628410917,0.193079237437231,15.3604101791283,3.01660003078953e-53,3.96668539286772e-51
"ENSMUSG00000038357",4958.08238046801,-2.52829955156567,0.1648411060093,-15.337797790698,4.27451753232369e-53,5.56776071403709e-51
"ENSMUSG00000031004",224137.650305483,2.33730946425521,0.155453642207085,15.0354114002784,4.30366322751799e-51,5.55333440956458e-49
"ENSMUSG00000064358",181116.435905377,-2.07153752786054,0.138510706514757,-14.9557935266169,1.42769703897323e-50,1.82520490899105e-48
"ENSMUSG00000029554",1092.01647345462,5.89628233041417,0.394745745104041,14.9369116793396,1.8955891250624e-50,2.40113752749877e-48
"ENSMUSG00000028332",15870.0712484562,2.16115909495204,0.144871315338707,14.9177847243208,2.52518537887679e-50,3.16956677510471e-48
"ENSMUSG00000009575",7754.28040031493,2.73472087005565,0.183595530560625,14.89535644852,3.53295452443347e-50,4.39454983052729e-48
"ENSMUSG00000049577",3702.97596672843,2.79386221562879,0.18813259554885,14.8504952450058,6.90566077119475e-50,8.51307663106124e-48
"ENSMUSG00000037124",3437.83484106408,-2.92708972624245,0.197349746426404,-14.8319913212254,9.09930857608681e-50,1.11180666823036e-47
"ENSMUSG00000004880",15738.9710453469,2.4046187505212,0.162691921929692,14.780197578343,1.96588655411678e-49,2.38096453093775e-47
"ENSMUSG00000024590",2527.55372369383,3.66907427883069,0.249843245243056,14.6855052065197,7.98369527187939e-49,9.58529396685555e-47
"ENSMUSG00000022651",2150.60227459513,-3.17537779806034,0.216875134511356,-14.6415023797671,1.52657315011127e-48,1.8170168520333e-46
"ENSMUSG00000064168",1631.10471174031,4.15679201295613,0.284179256992724,14.6273590020068,1.87942026153427e-48,2.21787654282082e-46
"ENSMUSG00000004655",12856.8616677645,2.2714716889805,0.155308161514756,14.6255783780215,1.92924401900071e-48,2.25737899748668e-46
"ENSMUSG00000017146",4132.59504008926,2.70585037745733,0.185286195413408,14.60362641383,2.66295328666101e-48,3.08969714528811e-46
"ENSMUSG00000002996",3530.20189242682,-2.61358068544029,0.178988126235566,-14.6019780217184,2.72813644771624e-48,3.13894832780151e-46
"ENSMUSG00000040809",7351.94170251128,-2.21926984479573,0.15242466944149,-14.5597812540943,5.06195170851772e-48,5.77606340822349e-46
"ENSMUSG00000038056",6178.8116104437,2.60956640612151,0.179311632982781,14.5532465613768,5.56957776417141e-48,6.30320985163235e-46
"ENSMUSG00000026683",2758.84131967879,2.93079865265291,0.201428860620741,14.5500433434469,5.83660581377116e-48,6.55170865615759e-46
"ENSMUSG00000042029",6584.61417435131,2.74227266484392,0.189156822849036,14.4973499953131,1.25918039645209e-47,1.40205675272694e-45
"ENSMUSG00000073940",219009.550186453,-1.95947864866663,0.135202519881267,-14.4929151497134,1.34319058042281e-47,1.48363458751182e-45
"ENSMUSG00000024301",1457.68057427649,5.00922303033621,0.346165970267136,14.4705819190448,1.85892774571575e-47,2.03700122103947e-45
"ENSMUSG00000037286",3203.47478150017,2.92059905318417,0.202240918121143,14.4411876702158,2.84890320879215e-47,3.09722886644041e-45
"ENSMUSG00000051378",1781.89844903272,3.51218533291386,0.244326921093829,14.3749420538274,7.43322470141479e-47,8.01801042597141e-45
"ENSMUSG00000039396",3257.45690527837,2.88623356241098,0.201325930699487,14.3361242756115,1.30122091376261e-46,1.3927098570791e-44
"ENSMUSG00000032484",35326.5872552654,-2.91638054716046,0.203733764101281,-14.3146648275278,1.77216470024246e-46,1.88217523201905e-44
"ENSMUSG00000060093",1339.99545244015,5.79240264560848,0.404828159223429,14.3082997406106,1.94203450172184e-46,2.04684506605141e-44
"ENSMUSG00000069302",2227.61532747176,9.84596602149598,0.688442856945454,14.3017912411517,2.13249179774201e-46,2.23055410995636e-44
"ENSMUSG00000030677",2282.81546865231,3.54692236427802,0.24813106758778,14.29455166078,2.36624759731229e-46,2.45644966737525e-44
"ENSMUSG00000040859",10225.4491430563,-2.20230893635073,0.154648962289756,-14.2406965022139,5.12140596828171e-46,5.27695911970639e-44
"ENSMUSG00000020923",3169.55807372319,2.77799680807759,0.195085772374744,14.2398739501171,5.18204407344769e-46,5.29988759422906e-44
"ENSMUSG00000028312",9048.95718818688,3.16897392732298,0.22405109708421,14.1439786216799,2.03449065462333e-45,2.06545679914591e-43
"ENSMUSG00000045973",15674.7422390481,-1.98528119821555,0.140843094093795,-14.0956942971833,4.03658242094003e-45,4.06810901357073e-43
"ENSMUSG00000062727",4115.49800072177,3.28384767472319,0.234049183135784,14.0305880615617,1.0130801933696e-44,1.01359407462711e-42
"ENSMUSG00000037313",2472.06689418664,2.96724861720769,0.211784679420964,14.0106858783193,1.34103550031641e-44,1.33206310452292e-42
"ENSMUSG00000028063",1383.45237227973,4.23139945677663,0.30268331741213,13.9796256131791,2.07577085222744e-44,2.04715486833602e-42
"ENSMUSG00000069206",866.717944846103,-4.63268292502028,0.333115770831883,-13.9071257822804,5.73376508269355e-44,5.61461663097516e-42
"ENSMUSG00000033031",2341.84348676357,2.9783716129186,0.214472749888163,13.886946544359,7.60070790244928e-44,7.39035028233219e-42
"ENSMUSG00000045328",12867.7664878638,2.10355483788207,0.151633476512343,13.872628170672,9.28127126552211e-44,8.96129457084362e-42
"ENSMUSG00000041685",6090.08395211051,-2.14481567160002,0.154732563266555,-13.8614369614312,1.08480598011462e-43,1.04013306718351e-41
"ENSMUSG00000027115",2930.86150147401,2.80737521771727,0.202813833365108,13.8421288683174,1.41939738845973e-43,1.35155998223886e-41
"ENSMUSG00000057729",1561.72976298257,-3.3140742887109,0.241233354762626,-13.7380433645752,6.0077540674924e-43,5.68144249382654e-41
"ENSMUSG00000061615",8008.34461161542,8.12169573194863,0.591433185361114,13.7322286489381,6.50997660208268e-43,6.11450659489494e-41
"ENSMUSG00000089617",5081.21336007097,3.98231965602398,0.290462972887378,13.7102489051782,8.81549061103673e-43,8.22401884233677e-41
"ENSMUSG00000022051",8530.28207784185,-2.10254238667829,0.153662598329463,-13.6828506711197,1.28552378577088e-42,1.19122328255963e-40
"ENSMUSG00000069265",997.681001544256,4.41897846692493,0.326026757057851,13.5540361987553,7.49906532979872e-42,6.90263966723539e-40
"ENSMUSG00000021182",3449.15348833183,2.61067374077137,0.192806353331053,13.5403927083709,9.03048521367924e-42,8.25721253942181e-40
"ENSMUSG00000044468",19557.293861217,-1.72329690717096,0.127482496184144,-13.5179099778664,1.22609875944772e-41,1.1137332612957e-39
"ENSMUSG00000030413",873.044056181729,-4.95240296978408,0.368651221404118,-13.4338439214208,3.83002992658632e-41,3.45628909780244e-39
"ENSMUSG00000002944",10335.6498471232,-2.15386438863279,0.160572199331889,-13.4136818054097,5.0279373354306e-41,4.50783966170716e-39
"ENSMUSG00000030451",5481.2609498641,2.23987705851343,0.167450774085726,13.376331466624,8.31512373959112e-41,7.40689764338933e-39
"ENSMUSG00000056211",3527.03858514521,2.66268681582483,0.199097662980635,13.3737723284266,8.60629450934591e-41,7.6171223263166e-39
"ENSMUSG00000027510",6475.87668549927,-2.10414892413352,0.157408950562808,-13.3674032932069,9.3757142976894e-41,8.245253968675e-39
"ENSMUSG00000048922",1696.53574488982,3.30100862456909,0.24842288900746,13.2878602199572,2.7225293932224e-40,2.37911160330517e-38
"ENSMUSG00000069814",1867.96290565937,-3.34282769909037,0.251769151430059,-13.2773522097643,3.13276975879718e-40,2.7203869219945e-38
"ENSMUSG00000038871",6822.01161157399,-2.22950969273102,0.168140580872297,-13.2597953519879,3.95974865582327e-40,3.41701560568449e-38
"ENSMUSG00000030654",5237.61446737482,2.21397491660845,0.167012844694265,13.2563152292949,4.14780715280907e-40,3.55706666825061e-38
"ENSMUSG00000026457",6734.02900094466,-2.15136727435467,0.162363306048146,-13.2503293183543,4.49227680162744e-40,3.82869541975742e-38
"ENSMUSG00000032126",17855.4364964697,-1.72916120920661,0.131723947014436,-13.1271590959624,2.30128993298316e-39,1.94931963832506e-37
"ENSMUSG00000034206",2292.51143520148,3.23273119281269,0.246289842746489,13.125718692915,2.34546966033663e-39,1.97462802440658e-37
"ENSMUSG00000024695",3388.32012339428,2.45332865084773,0.18694054406454,13.1235771411938,2.41271846179835e-39,2.01893356376059e-37
"ENSMUSG00000024660",3495.03268043484,2.87893787891147,0.21953641938691,13.1137142846337,2.74803126414875e-39,2.28566672675312e-37
"ENSMUSG00000030978",6184.87941080391,2.14692611315694,0.164274653870017,13.069125775518,4.94303223514344e-39,4.08673329764224e-37
"ENSMUSG00000005233",1811.90577265065,3.13157378962227,0.239807714336396,13.0586866160168,5.66975064624107e-39,4.65965756980062e-37
"ENSMUSG00000027778",4825.62633828565,2.15633275321734,0.165658842068096,13.0167078696045,9.83192073131335e-39,8.03250470634577e-37
"ENSMUSG00000058290",1634.39739903752,3.41181397053444,0.262177909110165,13.0133541079574,1.02731978063669e-38,8.34364953602989e-37
"ENSMUSG00000027715",8368.84700843045,2.26291069220683,0.174020846864944,13.0036758984574,1.16601020010821e-38,9.41468001923631e-37
"ENSMUSG00000041431",3853.6240004876,2.4896685129634,0.191788505259296,12.9813228879249,1.56159847761672e-38,1.25354594072407e-36
"ENSMUSG00000029561",570.667910886367,-5.14716731073578,0.397420032996252,-12.9514540873291,2.30545342151154e-38,1.8399650514919e-36
"ENSMUSG00000037572",2968.36563411435,2.5330376993055,0.1956649709794,12.9457903815199,2.48195581931482e-38,1.96944620674021e-36
"ENSMUSG00000026434",5249.03026367298,2.26541127342799,0.175204822799328,12.9300737116278,3.04526756930699e-38,2.40262910453838e-36
"ENSMUSG00000048109",1629.35430810642,3.52327989648527,0.273098388521486,12.9011376286758,4.43501107945356e-38,3.47921579397814e-36
"ENSMUSG00000019961",11098.1748972465,2.51766848308604,0.19529747525062,12.8914543306573,5.0286465923255e-38,3.92262844634114e-36
"ENSMUSG00000049409",978.822965094387,-3.81062774223606,0.29600692916804,-12.8734410135136,6.3508484325019e-38,4.92618900604234e-36
"ENSMUSG00000069310",1649.27359739496,3.79798362675395,0.295288148359388,12.8619575416603,7.36866268829364e-38,5.68375004118829e-36
"ENSMUSG00000033220",1983.70783972252,-2.82768936342255,0.220119298550823,-12.8461674284759,9.03781384351272e-38,6.93250531874334e-36
"ENSMUSG00000038766",4034.18718314806,3.20690740779237,0.250098549086719,12.8225750189395,1.22561469948991e-37,9.3492056109708e-36
"ENSMUSG00000022360",5451.57544379688,2.13384953958587,0.166961552423686,12.7804845403627,2.10752443007782e-37,1.59882361571893e-35
"ENSMUSG00000046111",3052.52452947611,2.68977977950642,0.213638565881494,12.590328756459,2.38677234326745e-36,1.80077408434392e-34
"ENSMUSG00000022034",2527.21434887673,2.7285694758185,0.216804792503106,12.5853743559631,2.5413514211743e-36,1.89667238227857e-34
"ENSMUSG00000023015",3226.86093506407,2.56703598616128,0.2039681370765,12.5854754715855,2.53809925499606e-36,1.89667238227857e-34
"ENSMUSG00000098374",1126.74500922756,3.9537889817223,0.317134486768711,12.4672312431471,1.12673313774088e-35,8.36387335096149e-34
"ENSMUSG00000073155",1906.20667480221,-3.12692566053761,0.250930788117812,-12.4613072950997,1.21364647650644e-35,8.96086465300771e-34
"ENSMUSG00000024056",1712.07623161571,3.04533411849863,0.245083691335194,12.4256905953551,1.89582150299282e-35,1.39231954743733e-33
"ENSMUSG00000026490",1681.78729704699,3.01472409322225,0.243272876170437,12.3923560270243,2.87471690042338e-35,2.1000643515421e-33
"ENSMUSG00000031822",2730.72388639104,2.5237343356486,0.205062631608413,12.3071391206367,8.29102951108169e-35,6.02496023471078e-33
"ENSMUSG00000004099",4691.38757472729,2.71750739863845,0.221756993905966,12.2544382965021,1.59047539508925e-34,1.14972218743441e-32
"ENSMUSG00000020091",947.260022994848,-3.65258721532586,0.298328965046731,-12.2434883744986,1.82037143338493e-34,1.30905564483051e-32
"ENSMUSG00000035726",3627.60431035622,2.45105771996409,0.200201548539537,12.2429508554977,1.832470147337e-34,1.31092825514415e-32
"ENSMUSG00000034906",2021.28855626147,2.98290204335803,0.243676593875878,12.2412333327239,1.87166689169963e-34,1.33206725637613e-32
"ENSMUSG00000054428",6348.61999499506,2.09684949137593,0.17131240958479,12.2399159317067,1.90229566214195e-34,1.3469228824202e-32
"ENSMUSG00000047648",9012.91041736171,-2.59920337767974,0.212395302889722,-12.2375746653365,1.95796249544264e-34,1.37926470278452e-32
"ENSMUSG00000019877",5997.97342968446,-2.08797789261291,0.171345962981575,-12.1857431379194,3.70262731606646e-34,2.5950342818746e-32
"ENSMUSG00000027907",1343.18107851756,-5.90544228559602,0.484684377544017,-12.1840986819504,3.77807045506132e-34,2.63453630166826e-32
"ENSMUSG00000020641",22798.5112641436,-2.11173087580297,0.173564862560393,-12.1668109815037,4.6697258927094e-34,3.23994499500697e-32
"ENSMUSG00000026622",1827.37272940336,2.8528633194423,0.235307802414394,12.1239639747186,7.88510417923368e-34,5.44348167013397e-32
"ENSMUSG00000047246",2204.66215080377,4.11540715450087,0.339514069569059,12.1214627709671,8.12950808603973e-34,5.58428448477366e-32
"ENSMUSG00000036002",2641.3673055311,-2.46143187865509,0.203282303486449,-12.1084414946094,9.52874667413689e-34,6.51303986781228e-32
"ENSMUSG00000003068",3205.59262307596,3.278436895691,0.270959147008857,12.0993770901701,1.06415581498297e-33,7.23783218594577e-32
"ENSMUSG00000032582",2401.39830079551,2.74982433715159,0.227879466742955,12.0670123397004,1.57758375084191e-33,1.06773033568011e-31
"ENSMUSG00000029823",6425.14267013383,1.94341611693397,0.161135784891916,12.0607357219722,1.70255165064321e-33,1.14668929953321e-31
"ENSMUSG00000057605",350.586807030644,-8.32668068408559,0.690548415679284,-12.0580693475268,1.75857028639709e-33,1.1786689293342e-31
"ENSMUSG00000020649",5714.50099367209,2.12122526128577,0.176218481330772,12.0374732846785,2.25765022117122e-33,1.50586360404401e-31
