"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000022973",4064.61546015914,-4.17776222697845,0.153693802158222,-27.1823727978153,1.04957015074238e-162,8.7419966566504e-161
"ENSMUSG00000038871",11128.2625582887,-6.17759595391159,0.228346892651392,-27.053558216545,3.46850030670536e-161,2.87316918848888e-159
"ENSMUSG00000018909",10147.1781064065,-3.58547059308313,0.132547051034943,-27.0505497111203,3.76301114451354e-161,3.10018945324352e-159
"ENSMUSG00000044068",2787.43344634398,-5.70933734389494,0.212221553414408,-26.9027214815746,2.04096448743749e-159,1.67237733324675e-157
"ENSMUSG00000008393",2774.72994044052,-5.08145418436151,0.190124644008773,-26.7269622560189,2.28815223040204e-157,1.86484406777766e-155
"ENSMUSG00000058818",1377.23677979907,-6.60580444392466,0.247841902565372,-26.6532994443193,1.63882878216963e-156,1.32850296839088e-154
"ENSMUSG00000102349",4555.28200286129,-5.49037400767241,0.206145809886327,-26.6334494535684,2.78318375183387e-156,2.24416396244945e-154
"ENSMUSG00000024164",4141.66304406014,-4.95265538827793,0.188216116192017,-26.313662658012,1.33802438960796e-152,1.07318051439508e-150
"ENSMUSG00000097119",3348.33005360055,-4.29044266500575,0.163085146384146,-26.3079916235881,1.55366820378871e-152,1.23958191059121e-150
"ENSMUSG00000020696",3243.77201356835,-4.24327585104884,0.161687835694185,-26.2436307148952,8.45025141139572e-152,6.70666812279308e-150
"ENSMUSG00000064358",288319.464213933,-6.73320129265697,0.257846376388048,-26.1132282988681,2.57982955689899e-150,2.03685605484541e-148
"ENSMUSG00000039770",3715.39310850813,-4.68035011992707,0.179863624948249,-26.0216601398627,2.81676368833886e-149,2.21240003893931e-147
"ENSMUSG00000033124",2579.33980204668,-5.33060468630544,0.205275954952179,-25.9679936091261,1.1389583575216e-148,8.89972667096385e-147
"ENSMUSG00000005800",1861.70464084721,-6.10824138339614,0.23577617570243,-25.9069491020385,5.56112740726433e-148,4.32313489060102e-146
"ENSMUSG00000029221",7614.16433885612,-4.29481790358897,0.166051511183146,-25.8643710797188,1.67701588620549e-147,1.29703488872393e-145
"ENSMUSG00000028211",4213.76315343234,-4.2072448332233,0.162671607963691,-25.8634243915655,1.71864724416762e-147,1.32248596824045e-145
"ENSMUSG00000001366",5302.79200374276,-4.09881228841038,0.158561893935882,-25.849920095353,2.43813738449329e-147,1.86665275815827e-145
"ENSMUSG00000026203",2183.23753301666,-6.19067864842947,0.240335403206767,-25.758496525389,2.5890591412178e-146,1.97223856893069e-144
"ENSMUSG00000026867",11305.0230529599,-3.04349070536064,0.118257442355208,-25.7361451824652,4.60732415906421e-146,3.49212134636272e-144
"ENSMUSG00000031877",5340.98931851654,-3.6563852236664,0.142273492958692,-25.69969393194,1.17812663131438e-145,8.88518487765905e-144
"ENSMUSG00000046404",4221.4673186855,-4.32987725499695,0.168961157147914,-25.6264654438087,7.73719300576842e-145,5.8063420185368e-143
"ENSMUSG00000020034",12382.6339329272,-6.78119808711066,0.265049344471973,-25.5846627374991,2.260222737673e-144,1.68781854583178e-142
"ENSMUSG00000003031",7930.94568793407,-3.65218718585325,0.142797917387144,-25.5759135194645,2.82811913851836e-144,2.10154205984313e-142
"ENSMUSG00000025702",9673.28945737067,-5.33387259748936,0.209062027935593,-25.5133495554372,1.40163854883121e-143,1.03646042740158e-141
"ENSMUSG00000008843",3653.66548184535,-5.40456390273487,0.212100072291165,-25.4811978343676,3.18572633959566e-143,2.34429250397721e-141
"ENSMUSG00000021061",18601.3999143918,-5.69442456296264,0.225243062139298,-25.2812428888087,5.1369755859591e-141,3.76190400519585e-139
"ENSMUSG00000055447",20237.4224969792,-3.34915543032124,0.132757464686124,-25.22762421111,1.99392542792681e-140,1.45316901740108e-138
"ENSMUSG00000065767",5632.44698958588,7.53853215021887,0.300045025403045,25.1246696728016,2.67405309755146e-139,1.93952013903266e-137
"ENSMUSG00000063952",7759.30111705694,-6.60617216670422,0.263128110006682,-25.1062958136114,4.24521706409035e-139,3.06444026069265e-137
"ENSMUSG00000029802",4242.10879729894,-3.84771511014163,0.153562138907512,-25.0564047721363,1.48665026133625e-138,1.06806309533631e-136
"ENSMUSG00000027562",33126.0841623036,-3.32723052165871,0.134867680592069,-24.6703324847893,2.22714588535224e-134,1.59251436207804e-132
"ENSMUSG00000028716",2046.86120386432,-6.38682162348487,0.260925145262605,-24.4776011030172,2.55881041589704e-132,1.82108014528559e-130
"ENSMUSG00000003119",8716.88620116462,-3.00876617365996,0.123564277118681,-24.3498059780668,5.82481260674977e-131,4.12609038811774e-129
"ENSMUSG00000022051",14227.9420562573,-4.21924173158557,0.173895976814156,-24.2630209673839,4.81883676327109e-130,3.39761611601984e-128
"ENSMUSG00000035941",13431.8979336857,-3.42230787163902,0.141214211158553,-24.234868739921,9.54818826839169e-130,6.70097157224767e-128
"ENSMUSG00000041528",5898.26741501338,-4.77325704258974,0.197213883372358,-24.2034534332321,2.04605070032908e-129,1.42931256065846e-127
"ENSMUSG00000032594",4550.60864945022,-3.53696374200761,0.14689597184172,-24.078017236706,4.24875817215766e-128,2.95444610696046e-126
"ENSMUSG00000079418",4545.95915197516,-4.72151901123776,0.196980588200828,-23.9694634601457,5.79162252726044e-127,4.00891351099274e-125
"ENSMUSG00000019877",10068.5101730973,-3.99680279783901,0.166820530163982,-23.9586985721136,7.49945828161089e-127,5.16746764049725e-125
"ENSMUSG00000044768",5028.10277550471,-3.99674163615816,0.167359165298351,-23.8812235292473,4.80027597395878e-126,3.29264178684349e-124
"ENSMUSG00000076613",2487.27395632073,-7.10414586785503,0.297920933524857,-23.8457425055776,1.12105564402763e-125,7.6549921206373e-124
"ENSMUSG00000028825",5070.82099808054,-4.3603205756704,0.182952971425862,-23.8330131600914,1.51931953082776e-125,1.03279662635955e-123
