"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ENSMUSG00000103720",12640.5315676189,-8.73679874128556,0.173709279236286,0,0
"ENSMUSG00000103788",12421.7005459047,-7.41097969652662,0.155570828813775,0,0
"ENSMUSG00000032028",31599.6684915008,-5.83015365617089,0.156192633161866,1.91928380052541e-306,8.95405870563869e-304
"ENSMUSG00000053835",8970.41246731539,-5.40100692701536,0.144747813961866,3.11342834296403e-306,1.40849611309424e-303
"ENSMUSG00000024663",6403.3106850845,-6.01106709606979,0.16133192480816,3.06396585688755e-305,1.34535136110218e-302
"ENSMUSG00000022742",35468.5006629987,-4.76573460043634,0.128981967213996,5.52175933722468e-300,2.35526700415506e-297
"ENSMUSG00000042331",22028.4099624926,-5.00634353865965,0.136596551235631,6.17177844051381e-295,2.55940223162307e-292
"ENSMUSG00000021061",182755.967963137,-7.91914716617687,0.216639618750376,1.89070092578217e-293,7.62872273540596e-291
"ENSMUSG00000004552",52905.0545567822,-6.11018215354067,0.168517189283788,2.57002537276802e-289,1.00968181026457e-286
"ENSMUSG00000025889",10703.0005201556,-7.16247545405321,0.199807276088285,6.90690111660557e-281,2.64392632743089e-278
"ENSMUSG00000004655",43145.1771632315,-4.13089723793421,0.115747770384073,2.49072300186862e-280,9.29600092372418e-278
"ENSMUSG00000033952",39490.7583767884,-3.61227289850914,0.101600799790505,8.1254202530223e-278,2.95864387700902e-275
"ENSMUSG00000020490",30406.5239401964,-7.79692257592137,0.219969790121156,1.97077731616701e-275,7.00517489358506e-273
"ENSMUSG00000023328",6354.08070065219,-6.03126971709837,0.171623653202083,3.27844972900481e-271,1.1382320001003e-268
"ENSMUSG00000036352",13484.3291068035,-4.41019929051747,0.126688667286352,1.06122207981449e-266,3.60067827944331e-264
"ENSMUSG00000042599",21591.9987029097,-4.42456213694886,0.127153051479384,3.25878444982482e-266,1.08111984558744e-263
"ENSMUSG00000041528",26702.9733467012,-5.88753545729607,0.169354797107717,1.42958318022816e-265,4.63961897774484e-263
"ENSMUSG00000004880",54559.6999836062,-3.73527502464203,0.107783798525847,3.18558778122365e-264,1.01186468055081e-261
"ENSMUSG00000053641",26288.8084665074,-4.08252223773951,0.117881670925292,7.55558295836848e-264,2.3499437080309e-261
"ENSMUSG00000027778",15723.8241480242,-4.62432390815612,0.137917325879325,6.96275422056454e-248,2.12136648487363e-245
"ENSMUSG00000039396",11459.1148241092,-4.59299334013078,0.13694095567247,1.45934497244882e-247,4.35731221873768e-245
"ENSMUSG00000018983",19597.6707009771,-6.83099445188359,0.204971554065454,6.91965650925206e-244,2.0255598436593e-241
"ENSMUSG00000025175",9190.18649876116,-11.4474895147322,0.347235131217951,8.76890049986219e-244,2.51751760697005e-241
"ENSMUSG00000028332",50765.8992016504,-5.59983325161395,0.168519553300491,2.16198330105074e-243,6.08985824554461e-241
"ENSMUSG00000028542",11658.9128768269,-10.5106283556356,0.317049849112769,2.01347095634744e-242,5.56650146431683e-240
"ENSMUSG00000061991",24953.0060936682,-3.85972159131954,0.117150732985143,6.52474134460683e-239,1.77105206424792e-236
"ENSMUSG00000032902",31066.0771080721,-3.57549469159662,0.108655613061061,1.50800412072062e-238,4.02017741397109e-236
"ENSMUSG00000092341",685060.683072833,-3.25351690398103,0.0990628277026557,1.67605910677428e-237,4.38980463246196e-235
"ENSMUSG00000045629",4583.9745427715,-5.88679467662873,0.179512780351956,3.21052713887867e-237,8.26378614764132e-235
"ENSMUSG00000049932",35094.0263297718,-3.77448475030028,0.11549161267349,2.42087539217442e-235,6.12563537792744e-233
"ENSMUSG00000097589",40467.1316431015,-5.56287056818454,0.170649290545063,2.96372171727095e-234,7.37423358618967e-232
"ENSMUSG00000028825",25750.8793616652,-5.65466766060043,0.174461412582928,9.81841123839939e-232,2.40293543242729e-229
"ENSMUSG00000024937",33414.4290120539,-5.76761574767898,0.178217153805227,6.60726171659463e-231,1.59096468011357e-228
"ENSMUSG00000017716",17640.2569244628,-3.98157340718635,0.123450991858885,2.00898238431159e-229,4.76065047863298e-227
"ENSMUSG00000041842",11655.0420407286,-9.07730786001817,0.284834567161925,4.12008316006181e-228,9.61073773383792e-226
"ENSMUSG00000019302",8526.98235012273,-4.62238132545594,0.144635728757364,2.34415172521049e-225,5.38397555471807e-223
"ENSMUSG00000022564",9722.43078331557,-6.71319248575586,0.211163202799348,3.05758556981799e-224,6.91616590482011e-222
"ENSMUSG00000029866",27109.8801808404,-6.3801837199409,0.200423665629253,4.77058336011894e-223,1.06298565646591e-220
"ENSMUSG00000023926",16550.9229329602,-5.22919088202105,0.164527630028457,6.19511449675282e-223,1.3601009459121e-220
"ENSMUSG00000025728",33188.8818234993,-5.57697978214754,0.175528805391856,2.62143532330895e-222,5.67179825241729e-220
"ENSMUSG00000044768",13759.0251883229,-4.38067611051513,0.138446757712768,5.61481931491754e-221,1.19748053646291e-218
"ENSMUSG00000022309",7641.00965519999,6.05184748828924,0.191563690255093,8.62951224989397e-220,1.81450687857277e-217
"ENSMUSG00000021608",16356.2390838272,-5.43209514264767,0.172459516900863,1.25982334549912e-218,2.61220871179949e-216
"ENSMUSG00000026311",10910.4676251962,-4.73893994816274,0.151364817775486,1.65670130933338e-216,3.38806765027918e-214
"ENSMUSG00000030878",11732.3645996668,-6.04401010560071,0.193039833525395,1.19766996831746e-215,2.41621823743396e-213
"ENSMUSG00000079557",9466.15714462604,-4.86234637210928,0.156372180562681,1.8999466681671e-213,3.78190717454223e-211
"ENSMUSG00000037544",17633.5137258119,-3.70375070694905,0.119114062482782,2.45046427024707e-213,4.81355014348928e-211
"ENSMUSG00000069919",69464.8406119186,-9.76600997274175,0.314933466403285,4.23333067142254e-213,8.207713453723e-211
"ENSMUSG00000018909",28664.9016857425,-4.02449780865718,0.129875152286355,7.62357687533019e-212,1.45913306630518e-209
"ENSMUSG00000026688",4156.84621576887,-6.00501473196228,0.19492638347836,3.83431278868307e-210,7.2458804585126e-208
"ENSMUSG00000008393",8242.00347177248,-5.57278029525474,0.181313093229357,1.22083253878995e-208,2.2782261214494e-206
"ENSMUSG00000039452",3985.8363985739,-7.41477217738494,0.240152370459759,1.65662023092019e-208,3.05329425029722e-206
"ENSMUSG00000037415",15637.9917068003,-5.36460661916635,0.174927745160946,2.30345779662024e-207,4.1936977372858e-205
"ENSMUSG00000034449",7592.66817867852,-5.94812838625836,0.19432738200157,5.06517148375535e-207,9.11059579288959e-205
"ENSMUSG00000001156",8399.070643762,-4.6762789321754,0.1537527453173,4.13469725812079e-204,7.34843992458158e-202
"ENSMUSG00000027346",13183.6274030011,-4.17352767423103,0.138092804206887,6.71118445618821e-202,1.1787208558404e-199
"ENSMUSG00000072082",9354.96898232961,-4.0336282656062,0.133891131094567,1.89027804235007e-200,3.28139080165631e-198
"ENSMUSG00000020649",18913.3946145791,-4.00553008144618,0.133286275555426,1.63701691391794e-199,2.80908339171044e-197
"ENSMUSG00000037419",12982.7244096236,-3.87677937548017,0.129067000519128,2.24601670925438e-199,3.81031630141575e-197
"ENSMUSG00000028906",47283.8606515165,-4.58347415534453,0.152966525746446,2.54737456202377e-198,4.2730061613992e-196
"ENSMUSG00000037788",10924.9532413416,-4.57515256443318,0.152996448873628,9.89889398668458e-198,1.64200653696905e-195
"ENSMUSG00000069301",18603.5553266948,-3.90440498350552,0.131474067498004,5.67529929702184e-195,9.31060914343286e-193
"ENSMUSG00000030539",4946.91562459876,-5.24821149207702,0.176641986025935,7.55201989479923e-195,1.22547940227671e-192
"ENSMUSG00000027326",48324.6145082904,-3.2768190587089,0.111204542945768,9.67495803220254e-192,1.5530908436855e-189
"ENSMUSG00000026027",6264.77877980782,-5.2118709263666,0.177174956583958,5.48541074909375e-191,8.7118826673639e-189
"ENSMUSG00000020802",8641.17440536304,-5.40144177269726,0.183844018850881,1.9062378593318e-190,2.99560263178573e-188
"ENSMUSG00000052565",61077.1750371689,-3.9136756726027,0.134183283353999,4.5007201425386e-188,6.99908864666236e-186
"ENSMUSG00000031004",745705.878758351,-4.73000243733268,0.16069874431394,5.24329102823145e-188,8.06980327427499e-186
"ENSMUSG00000011831",13154.0085986008,-5.12761881459067,0.175994722581617,1.77397864063959e-187,2.70242113531719e-185
"ENSMUSG00000039167",6415.31973769121,5.8830779804698,0.202704052017734,1.70035802763498e-186,2.56410555500633e-184
"ENSMUSG00000101111",1420998.78017394,-5.69954225224086,0.196734562611305,1.00844847437455e-185,1.50551272739377e-183
"ENSMUSG00000022710",45246.4274736778,-2.962137230911,0.102261722039382,1.99535578363871e-185,2.9493729201923e-183
"ENSMUSG00000042744",38695.0617171264,-5.17682399058545,0.179251384202528,2.11116017870959e-184,3.08995199097602e-182
"ENSMUSG00000029802",11410.5295515527,-4.20615741470436,0.146015498070719,1.26310484963461e-183,1.83076624273738e-181
"ENSMUSG00000029190",14900.2840072206,-3.99454502590623,0.138787746783597,2.59638907397254e-183,3.72706658512847e-181
"ENSMUSG00000032411",27352.0647596824,-4.18056984676602,0.145940430019753,1.74827297631803e-181,2.4857111679478e-179
"ENSMUSG00000022957",11110.3179816728,-5.28566270758942,0.185916594283626,1.51708928112467e-178,2.13666281867077e-176
"ENSMUSG00000051627",44446.4161950469,-3.67753808338757,0.129628585912716,3.39756856035697e-178,4.74040196612796e-176
"ENSMUSG00000027601",10570.688189021,-3.79412070331958,0.1337996975585,5.73875751623111e-178,7.93276953331613e-176
"ENSMUSG00000023216",25429.0746408973,-7.72871882036593,0.274342797431683,1.14096686884013e-176,1.54849948953766e-174
"ENSMUSG00000047139",159993.73060864,-4.97248946401771,0.176055818180272,1.13123450748264e-176,1.54849948953766e-174
"ENSMUSG00000036777",29358.8739128253,-4.33626817457654,0.153595350390124,1.81402827853488e-176,2.43978632164389e-174
"ENSMUSG00000070733",19171.4335169661,-3.2420514032776,0.114965483960537,6.63235571949499e-176,8.84057486931614e-174
"ENSMUSG00000041498",20104.9172735385,-4.23300823628365,0.150395864983601,1.8563775539307e-175,2.45255402678155e-173
"ENSMUSG00000026028",38215.0288891143,-5.09098146915005,0.182918605299475,1.68076477247672e-171,2.20106467441272e-169
"ENSMUSG00000036181",91110.2826078397,-3.55270736346061,0.127969221591903,7.17990310100727e-171,9.32076290390762e-169
"ENSMUSG00000095217",19580.2839211548,-3.26915527053184,0.117729492327054,1.21643940316976e-170,1.56553653878632e-168
"ENSMUSG00000041936",4649.74045490716,-6.13482931193567,0.22094019636695,1.66788927531686e-170,2.12819820437652e-168
"ENSMUSG00000026203",4148.72301045105,-6.01519251567892,0.216877545562653,1.53048518490704e-169,1.93632316317604e-167
"ENSMUSG00000090523",14894.9942190892,-4.56663045684925,0.166137174989485,2.10663211669098e-167,2.64284965294787e-165
"ENSMUSG00000028078",3760.31076164593,-6.04758746934043,0.220902933006006,5.45372896048591e-167,6.78489330425784e-165
"ENSMUSG00000023952",11625.8676569396,-5.36084983550434,0.195252047792203,8.03813388783057e-167,9.91746287697707e-165
"ENSMUSG00000079037",4964.71693315126,-6.25393908794538,0.228833346183862,6.33921291877778e-165,7.75722210364209e-163
"ENSMUSG00000026708",4661.66159777443,-4.77268920496905,0.175414753644531,2.50746301887235e-164,3.04340775680857e-162
"ENSMUSG00000023995",6080.81102277027,-5.10199047596179,0.188567681275604,4.44412122697849e-162,5.35050691915821e-160
"ENSMUSG00000041570",15471.7990460197,-4.00856485950154,0.148554926319235,1.89754945307723e-161,2.2662812627992e-159
"ENSMUSG00000028776",4817.48598165526,-7.32680020270487,0.2732293767018,1.64577641340732e-158,1.94998381553634e-156
"ENSMUSG00000070056",6376.37369165727,-5.22570508086643,0.19648988551592,2.04989255610949e-157,2.4096729110361e-155
"ENSMUSG00000045328",44190.2038023394,-3.25570734440633,0.123725513927646,9.34645134798863e-154,1.09010290761033e-151
"ENSMUSG00000039361",33123.7586391848,-3.2803275165971,0.124601911965574,1.04783641529583e-153,1.21264727472491e-151
"ENSMUSG00000042029",24102.7667643033,-3.3534971553894,0.127843570147102,1.16149055026214e-152,1.33383787883565e-150
"ENSMUSG00000020541",6360.27833209583,-4.14428741077242,0.158131154406317,1.52301910894149e-152,1.73566047918989e-150
"ENSMUSG00000027115",10584.3178513281,-3.70249683055574,0.141642765898153,1.00795401933085e-151,1.13998072383259e-149
"ENSMUSG00000020029",14653.7734683084,-3.77994632486778,0.144854451751513,4.52349809385963e-151,5.07754158219777e-149
"ENSMUSG00000051378",6615.68869948149,-4.23234180107676,0.163122390230872,1.45831879585067e-149,1.62471950024289e-147
"ENSMUSG00000025702",15311.0274143746,-4.89031940685216,0.189100173209407,7.97490777561488e-149,8.81906653201145e-147
"ENSMUSG00000029106",24652.4874497422,-3.38227372308217,0.131164391829,1.22879388886486e-147,1.34887235050466e-145
"ENSMUSG00000042444",9791.17115772282,-3.70233308662246,0.144736336435054,2.34675828830698e-145,2.55728134935291e-143
"ENSMUSG00000022105",21112.5515887162,-4.84522610829428,0.189492594339778,4.82690299622955e-145,5.22179962541384e-143
"ENSMUSG00000035248",24260.5648758739,-2.91799420207138,0.114258232756351,7.38096653049626e-145,7.92737045566753e-143
"ENSMUSG00000028717",12810.1016786816,-3.35686001392657,0.131811610201298,5.48246734829547e-144,5.84626821733593e-142
"ENSMUSG00000029613",17561.8013900677,-4.02815167382539,0.158566896916877,2.11089202795086e-143,2.23500050250201e-141
"ENSMUSG00000058624",6953.27831191718,-4.94281597768597,0.194937416063023,3.51507455794176e-143,3.69553155461356e-141
"ENSMUSG00000036112",51169.0245557982,-3.47622874077424,0.137438889598496,2.98639404342529e-142,3.11775361358714e-140
"ENSMUSG00000002055",17176.5031736549,-3.99021932414092,0.15811128487007,1.73220769615574e-141,1.79584227054924e-139
"ENSMUSG00000027075",17336.2456804386,-5.51444742323884,0.21892829255259,2.68205573510101e-141,2.76140759098779e-139
"ENSMUSG00000071226",4258.98677873549,-5.82931933969464,0.233083555587433,1.82098194226679e-139,1.86201639836308e-137
"ENSMUSG00000026571",7860.33539690183,-4.40282896339797,0.176419091843015,6.79403225579898e-139,6.89987126168864e-137
"ENSMUSG00000022994",8850.17502534758,-3.67174736553573,0.146979475991792,6.95351795212924e-139,7.01412631806334e-137
"ENSMUSG00000092274",16379.0983102877,-3.3687738337899,0.134827468678953,9.75671002765079e-139,9.77569959750326e-137
"ENSMUSG00000064351",7792160.47356629,-5.68120055507958,0.227932065492937,2.63760783754618e-138,2.62512316044847e-136
"ENSMUSG00000011179",46649.8701067362,-3.19728577429249,0.127835964045777,3.63074980211072e-138,3.58963336395437e-136
"ENSMUSG00000036698",32298.7173518542,-3.90796834746232,0.157173222996277,1.74453503095377e-137,1.71343180770453e-135
"ENSMUSG00000032656",4671.48627418197,-7.06436839195248,0.283065779321508,2.26199408474346e-137,2.20714442425719e-135
"ENSMUSG00000023015",11758.4094075986,-3.17001026830854,0.127737262583359,6.40172168877085e-137,6.20592877218572e-135
"ENSMUSG00000015880",18488.1143542258,-3.13248389596323,0.126649625223271,4.8378614331717e-136,4.65964086037551e-134
"ENSMUSG00000032519",5730.97409512218,-4.30323933618999,0.174225142745328,6.25117822412396e-136,5.98229741717607e-134
"ENSMUSG00000040809",5251.25397170309,-4.20862999183997,0.170405489500486,8.19149047253442e-136,7.78922046270486e-134
"ENSMUSG00000029178",5978.08748450194,-5.1374941555468,0.208413135790687,3.72608654375974e-135,3.52068012732843e-133
"ENSMUSG00000016494",9016.3754586181,5.73495601530407,0.232644062357344,5.72414364984669e-135,5.374574877268e-133
"ENSMUSG00000008843",5602.63218189507,-4.91088405167795,0.199811278849497,1.03442759724725e-134,9.65185599956511e-133
"ENSMUSG00000028124",12139.6514366425,-3.13598414275158,0.127538026850304,1.1620587775063e-134,1.07753885027277e-132
"ENSMUSG00000034311",14811.9076519932,-3.15074171312894,0.128236808050851,3.00763397880298e-134,2.77166467095986e-132
"ENSMUSG00000020641",16487.2449747555,-7.87235930244474,0.320932631836521,3.09427203298959e-133,2.83401148346635e-131
"ENSMUSG00000026463",53234.8045766746,-3.9206677123695,0.160401423715656,4.26210117836344e-133,3.8798114934017e-131
"ENSMUSG00000027962",3913.29465258055,-6.19235911856848,0.253738032790797,7.18742936086109e-132,6.50309896535122e-130
"ENSMUSG00000021697",5079.56807796176,-3.88884312910689,0.16006714151015,1.93428283635195e-131,1.73957279903002e-129
"ENSMUSG00000031154",13938.3091771405,-3.7757703473007,0.155470548669817,2.49357568963418e-131,2.22913721380531e-129
"ENSMUSG00000039652",2509.97252221327,-6.93781484217401,0.285136812386246,3.35938709580695e-131,2.98525535436321e-129
"ENSMUSG00000044792",8775.91865389647,-3.99061261559742,0.164653830975262,5.68958121450146e-131,5.02602118054984e-129
"ENSMUSG00000022678",9853.33217881011,-3.25462524836197,0.134187172404747,6.47088378537023e-131,5.68257788422307e-129
"ENSMUSG00000021182",12422.2237925923,-3.41679797166423,0.141330878654386,3.78828055086141e-130,3.30732399671403e-128
"ENSMUSG00000035024",15515.3021367006,-3.26973980422836,0.135805896984999,4.13586474376849e-129,3.58978632323952e-127
"ENSMUSG00000033688",5878.06893641316,-7.57688874458073,0.313298933812224,4.76647090513498e-129,4.113216424437e-127
"ENSMUSG00000032496",9291.39905188318,-3.88267294622632,0.162028170931804,5.88259688606457e-128,5.04720051218724e-126
"ENSMUSG00000032131",3762.78609212638,-5.72527375976596,0.23916268611083,2.0495622759314e-127,1.74845229813599e-125
"ENSMUSG00000056071",10426.5326068656,-3.84972697396891,0.161512882433617,1.00622334815156e-126,8.53517520713332e-125
"ENSMUSG00000021939",19607.9899594069,-3.98104839077629,0.16789508998923,1.96025544622412e-125,1.65337025743954e-123
"ENSMUSG00000022021",23648.143875485,-3.76646687028625,0.158905709592752,2.68268165854516e-125,2.24998620676521e-123
"ENSMUSG00000048756",20727.237643172,-3.04268430742181,0.128543162145135,7.49554351051989e-125,6.2514507859526e-123
"ENSMUSG00000034761",12064.064540902,-4.37307438328888,0.186173792809362,3.16282849244829e-123,2.6232148090978e-121
"ENSMUSG00000027562",57302.3922790339,-2.99595585462729,0.127436735790803,3.64935291870971e-123,3.01001048195676e-121
"ENSMUSG00000029516",18700.219359092,-4.38991709684274,0.186776976290152,4.24515561391492e-123,3.48219385495252e-121
"ENSMUSG00000040859",7440.77883103334,-3.97368668538818,0.170093793090343,6.10400271081583e-122,4.97959871419505e-120
"ENSMUSG00000020914",113453.195325606,-2.4020918781658,0.103307514173819,1.7260857516504e-120,1.40047468404287e-118
"ENSMUSG00000017146",15617.6268205421,-2.86597160738595,0.12390065925937,1.82467620830755e-119,1.472464384531e-117
"ENSMUSG00000045216",7940.5885773737,-4.20880519926527,0.181861875300571,2.1275297724873e-119,1.70762860072382e-117
"ENSMUSG00000020334",3392.40826725982,-5.38362108738431,0.232967830054824,6.01091744921638e-119,4.79876933686371e-117
"ENSMUSG00000054693",23079.2997586321,-2.90686322573337,0.126207206604508,2.82744785463533e-118,2.24526430967292e-116
"ENSMUSG00000063952",11904.9050219677,-6.11332266047891,0.267187014659604,9.59203670505495e-117,7.57669396665425e-115
"ENSMUSG00000078851",42760.3924862372,-3.7614694247501,0.164841254887172,2.50446884979956e-116,1.9678534451925e-114
"ENSMUSG00000050106",2060.54356760951,-6.19548371670544,0.273172849731032,1.39377566483676e-115,1.08940716755749e-113
"ENSMUSG00000022867",20348.1341634513,-2.65523985218895,0.116954489174376,6.60529967637098e-115,5.13596452440325e-113
"ENSMUSG00000027715",30182.5003946342,-2.8644031037557,0.126322107654756,1.0261896049854e-114,7.93781586156845e-113
"ENSMUSG00000027883",7416.50783526886,-3.59236216844498,0.158677907909565,1.4565603752368e-114,1.12087576504692e-112
"ENSMUSG00000037416",20429.9499843001,-2.51615725005019,0.111571993154342,2.13897912018858e-113,1.63758047616899e-111
"ENSMUSG00000033904",7803.26388747761,-3.1603713974942,0.140369528676616,3.34350556811432e-113,2.54669360338667e-111
"ENSMUSG00000020235",9008.37135144093,-4.57652057555714,0.203541940831395,6.11496511250955e-113,4.63402609972868e-111
"ENSMUSG00000102509",1740.79533739837,-6.65546928900096,0.29711593533773,6.63557086394663e-113,5.00315340544744e-111
"ENSMUSG00000081058",12207.8769070122,-4.21503094825865,0.18757155896577,7.83126813740478e-113,5.87502522730231e-111
"ENSMUSG00000028716",3209.82438580591,-5.92463828798665,0.265431474442221,3.38498546374971e-112,2.52672239941597e-110
"ENSMUSG00000024163",8574.94846122573,-4.05933256064738,0.18121653526876,4.0798721208516e-112,3.03026919861659e-110
"ENSMUSG00000038733",21584.4416233879,-2.71537682078854,0.121567923568344,2.48618078446317e-111,1.83743529362627e-109
"ENSMUSG00000045973",13244.6886531456,-3.41832080454941,0.153396023823331,5.87955854240772e-111,4.32393741278841e-109
"ENSMUSG00000101939",99566.9274350772,-4.30260779877568,0.193760638555192,2.65190593600256e-110,1.9407011626756e-108
"ENSMUSG00000028312",37444.0372127539,-2.32338498917507,0.104607515486308,4.46859638288252e-110,3.25422806829527e-108
"ENSMUSG00000038843",8895.48606130515,-3.45096297065505,0.155908265015396,1.43400107104818e-109,1.03923310629506e-107
"ENSMUSG00000034006",4833.71648323041,-4.6653033333492,0.211241574831767,4.18460522098082e-109,3.01796963014602e-107
"ENSMUSG00000017314",2050.46874461647,-7.21262348920924,0.327616708835279,5.28117956021094e-109,3.79051584876871e-107
"ENSMUSG00000023175",22469.2623477345,-3.28289114912774,0.148749113528757,6.19554539442277e-109,4.42551661212141e-107
"ENSMUSG00000087935",12218.0308120972,-5.61202301043958,0.254982689143837,8.79801531189301e-109,6.25455098053575e-107
"ENSMUSG00000037458",24054.9272131254,-2.75023411263339,0.124584722188663,1.07053869582444e-108,7.574441796191e-107
"ENSMUSG00000068855",41313.8486991599,-2.69793433673639,0.122363271974184,1.32981528706448e-108,9.36453416065358e-107
"ENSMUSG00000019189",8241.65755575467,-3.44950435882724,0.156788699335232,3.0843454391435e-108,2.16179310145414e-106
"ENSMUSG00000029221",10886.5324815373,-3.68061341003648,0.167636082582444,5.87579391924057e-108,4.09905268319357e-106
"ENSMUSG00000050936",88182.3683405585,-3.0279318611344,0.13761179130445,7.7237398414764e-108,5.36314939969308e-106
"ENSMUSG00000034663",10889.308484087,-3.01068348770734,0.137238361650561,1.25354449195647e-107,8.66396561130468e-106
"ENSMUSG00000032590",7216.19982537854,-3.61612217713868,0.165103997210162,2.29823819329802e-107,1.58112433123254e-105
"ENSMUSG00000020101",6177.65120832878,-3.92927370993701,0.179840924501109,6.02820740227541e-107,4.12821597745732e-105
"ENSMUSG00000038822",14160.4726069568,-5.15317826826729,0.236066156810858,1.19906937000289e-106,8.17392996564981e-105
"ENSMUSG00000027397",17364.2075782567,-3.56896533260224,0.164216052201518,1.03549979550077e-105,7.0268074759232e-104
"ENSMUSG00000030000",9913.75568498215,-3.95889855571103,0.182326614109458,1.05998998586607e-105,7.1499566346726e-104
"ENSMUSG00000064225",12568.646713992,-4.46916648729922,0.205662502812196,1.06322618587803e-105,7.1499566346726e-104
"ENSMUSG00000040195",6485.94669500859,-3.27858970156621,0.151151227607368,2.58595796601295e-105,1.73120029034113e-103
"ENSMUSG00000058006",7329.67423961166,3.56191541189088,0.164521828561789,5.17893088577361e-105,3.4516187140051e-103
"ENSMUSG00000039253",6243.11501360207,-4.02003582654399,0.185817845247442,9.54715258222038e-105,6.33464181777636e-103
"ENSMUSG00000034349",70976.3950059746,-2.2140107249866,0.102487117670367,3.5210101047254e-104,2.32589202891352e-102
"ENSMUSG00000027078",5949.01264989902,-4.77904095868777,0.221648125799784,3.68348565428092e-104,2.42250032302907e-102
"ENSMUSG00000055447",26009.8134478759,-2.52896178444818,0.117252574752514,7.31043129748176e-104,4.78672933509233e-102
"ENSMUSG00000056054",11073.8009762327,-3.6444609487536,0.16938813244362,1.00946002689538e-103,6.58088591332798e-102
"ENSMUSG00000051586",5699.91565354904,-4.13940060711577,0.192642503278433,2.52006916791715e-103,1.63574402642761e-101
"ENSMUSG00000046179",12824.2238961333,-3.71337460876433,0.172882817563383,2.62379418352324e-103,1.69569798120426e-101
"ENSMUSG00000038766",16549.8793711612,-2.41717022602927,0.11268421382593,7.93391336098838e-103,5.10540485199118e-101
"ENSMUSG00000044352",2248.98056431089,-6.21994962332973,0.289897915709847,1.05495680750489e-102,6.75942067778563e-101
"ENSMUSG00000039236",3513.86079463535,-4.48849941256192,0.209931523465927,1.3371480891537e-102,8.53089052263916e-101
"ENSMUSG00000037646",22871.9183247899,-2.77550029608605,0.12982979605333,2.62223268834808e-102,1.66584305550419e-100
"ENSMUSG00000097971",2311890.39771162,-4.48079418908775,0.210175804968705,5.680006387236e-102,3.59308539640027e-100
"ENSMUSG00000032525",18447.2244485638,-2.40011996794316,0.112582558471781,1.23388542265002e-101,7.7724369091739e-100
"ENSMUSG00000023827",1840.08658948293,-5.39869116080457,0.254480586643576,5.6931024052493e-101,3.57110612638516e-99
"ENSMUSG00000031698",4745.77252765576,-4.1140952599148,0.194458852187177,2.68539584328573e-100,1.6774173449545e-98
"ENSMUSG00000073400",14521.1696506326,-7.2616994668924,0.345090294344367,4.87890406189104e-100,3.03488161416547e-98
"ENSMUSG00000031170",4089.63834887317,-4.13400833197409,0.195955757425476,5.16212037982778e-100,3.19773008923025e-98
"ENSMUSG00000039842",7893.06984008314,-3.11817053929744,0.147636281806724,5.32878195092886e-100,3.28732998948004e-98
